sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature ;deepest air temperature;média temperature;;;;;;;;;;;;;;;;;;;
649;Bunetova jama;Croatia;28.4.2009.;2009-04-28;2f, 2juv;4;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45.300434;14.526307;tf;deep cave;45.30043414.526307;1;;;;;;;;;;;;;;;;;;;;;;
652;Mali štumbur;Croatia;18.10.2009.;2009-10-18;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45.297181;14.503575;tf;deep cave;45.29718114.503575;2;;;;;;;;;;;;;;;;;;;;;;
653;Špilja iznad ceste;Croatia;17.10.2009.;2009-10-17;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45.31381;14.483246;tf;deep cave;45.3138114.483246;3;;;;;;;;;;;;;;;;;;;;;;
655;Špilja iznad ceste;Croatia;17.10.2009.;2009-10-17;2f;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45.31381;14.483246;tf;deep cave;45.3138114.483246;3;;;;;;;;;;;;;;;;;;;;;;
660;Špilja kod kompresorske stanice;Croatia;17.10.2009.;2009-10-17;1 juv;1;Pholcidae;Pholcus;sp.;Pholcus sp.;;45.315027;14.483783;;;45.31502714.483783;2;;;;;;;;;;;;;;;;;;;;;;
661;Špilja iznad ceste;Croatia;17.10.2009.;2009-10-17;1 juv;1;Pholcidae;Pholcus;sp.;Pholcus sp.;;45.31381;14.483246;;;45.3138114.483246;3;;;;;;;;;;;;;;;;;;;;;;
663;Špilja u uvali Predpe?;Croatia;27.4.2009.;2009-04-27;1f;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45.291576;14.510419;Tb;deep cave;45.29157614.510419;4;;;;;;;;;;;;;;;;;;;;;;
664;Urinjska špilja;Croatia;29.4.2009.;2009-04-29;1f;1;Linyphiidae;Centromerus;sellarius;Centromerus sellarius;;45.285721;14.524173;tf;deep cave;45.28572114.524173;5;;;;;;;;;;;;;;;;;;;;;;
665;Urinjska špilja;Croatia;17.10.2009.;2009-10-17;2f, 2juv;4;Linyphiidae;Centromerus;sellarius;Centromerus sellarius;;45.285721;14.524173;tf;deep cave;45.28572114.524173;5;;;;;;;;;;;;;;;;;;;;;;
666;Špilja iznad ceste;Croatia;17.10.2009.;2009-10-17;1f;1;Theridiidae;Episinus;cavernicola;Episinus cavernicola;;45.31381;14.483246;Tf;deep cave;45.3138114.483246;3;;;;;;;;;;;;;;;;;;;;;;
669;Ton?akova jama;Croatia;18.10.2009.;2009-10-18;1f, 1 juv m, 2 juv;4;Theridiidae;Episinus;cavernicola;Episinus cavernicola;;45.304426;14.521058;Tf;deep cave;45.30442614.521058;1;;;;;;;;;;;;;;;;;;;;;;
671;Urinjska špilja;Croatia;29.4.2009.;2009-04-29;1 juv;1;Dysderidae;Rhode;aspinifera;Rhode aspinifera;;45.285721;14.524173;Tb;deep cave;45.28572114.524173;5;;;;;;;;;;;;;;;;;;;;;;
672;Urinjska špilja;Croatia;29.4.2009.;2009-04-29;1m;1;Dictynidae;Nigma;flavescens;Nigma flavescens;;45.285721;14.524173;Tx;;45.28572114.524173;5;;;;;;;;;;;;;;;;;;;;;;
674;Biserujka;Croatia;26.5.2009.;2009-05-26;1 f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45.187464;14.60981;tf;deep cave;45.18746414.60981;1;;;;;;;;;;;;;;;;;;;;;;
677;Vilska luknja;Croatia;16.5.2009.;2009-05-16;1 f;1;Linyphiidae;Porrhomma;sp. 1;Porrhomma sp. 1;;46.19;15.9;;;46.1915.9;3;;;;;;;;;;;;;;;;;;;;;;
679;Hanžekova jama;Croatia;20.5.2009.;2009-05-20;1f, 2m, 2juv;5;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;390;46.155463;16.1171;Tf;deep cave;46.15546316.1171;5;;;;;;;;;;;;;;;;;;;;;;
681;Volarš?ica;Croatia;19.11.2009.;2009-11-19;1 juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;46.184293;15.893218;;;46.18429315.893218;3;;;;;;;;;;;;;;;;;;;;;;
682;Volarš?ica;Croatia;19.11.2009.;2009-11-19;1m;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;46.184293;15.893218;Tf;deep cave;46.18429315.893218;3;;;;;;;;;;;;;;;;;;;;;;
686;Vilska luknja;Croatia;16.5.2009.;2009-05-16;1 m;1;Linyphiidae;Porrhomma;microps;Porrhomma microps;;46.19;15.9;Tf;deep cave;46.1915.9;3;;;;;;;;;;;;;;;;;;;;;;
687;Vilska luknja;Croatia;16.5.2009.;2009-05-16;2 f;2;Theridiidae;Pholcomma;gibbum;Pholcomma gibbum;;46.19;15.9;Tx;;46.1915.9;3;;;;;;;;;;;;;;;;;;;;;;
688;Volarš?ica;Croatia;19.11.2009.;2009-11-19;1 m;1;Theridiidae;Pholcomma;gibbum;Pholcomma gibbum;;46.184293;15.893218;Tx;;46.18429315.893218;3;;;;;;;;;;;;;;;;;;;;;;
689;Jama iznad Vrulja;Croatia;26.9.2009.;2009-09-26;1 juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;43.81234;15.301095;;deep cave;43.8123415.301095;5;;;;;;;;;;;;;;;;;;;;;;
692;Vjetruša;Croatia;28.9.2009.;2009-09-28;1 juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;43.77419;15.349733;;deep cave;43.7741915.349733;1;;;;;;;;;;;;;;;;;;;;;;
695;Donja Bara?eva;Croatia;17.4.2004.;2004-04-17;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;310;44.984157;15.723225;Tb;deep cave;44.98415715.723225;8;;;;;;;;;;;;;;;;;;;;;;
696;Donja Bara?eva;Croatia;17.4.2004.;2004-04-17;1m, 1 juv f - možda Therii;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;310;44.984157;15.723225;tf;deep cave;44.98415715.723225;8;;;;;;;;;;;;;;;;;;;;;;
697;Manita pe?;Croatia;12.8.1998.;1998-08-12;1m, 2 juv;3;Dysderidae;Parastalita;stygia;Parastalita stygia;520;44.314302;15.475264;Tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
698;Manita pe?;Croatia;12.8.1998.;1998-08-12;1f, 1 juv;2;Dysderidae;Stalita;pretneri;Stalita pretneri;520;44.314302;15.475264;Tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
699;Manita pe?;Croatia;13.6.1999.;1999-06-13;1m, 1 juv;2;Dysderidae;Parastalita;stygia;Parastalita stygia;520;44.314302;15.475264;Tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
700;Manita pe?;Croatia;13.6.1999.;1999-06-13;1 juv;1;Dysderidae;Stalita;pretneri;Stalita pretneri;520;44.314302;15.475264;Tb;deep cave;44.31430215.475264;7;;;;;;;;;;;;;;;;;;;;;;
701;Jama u Velim Sapcima 3;Croatia;26.4.2009.;2009-04-26;1m;1;Agelenidae;Histopona;torpida;Histopona torpida;;45.359003;14.242656;Tx;deep cave;45.35900314.242656;5;;;;;;;;;;;;;;;;;;;;;;
702;Tu?epska vilenja?a;Croatia;31.5.2007.;2007-05-31;1m;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;1181;43.286465;17.083638;Tb;deep cave;43.28646517.083638;8;;;;;;;;;;;;;;;;;;;;;;
703;Vranja?a špilja kod Dugopolja;Croatia;1.8.2007.;2007-08-01;1m;1;Dysderidae;Rhode;sp. 1;Rhode sp. 1;445;43.562235;16.648216;Tb;deep cave;43.56223516.648216;5;;;;;;;;;;;;;;;;;;;;;;
704;Tu?epska vilenja?a;Croatia;9.4.1990.;1990-04-09;1m;1;Dysderidae;Harpactea;mateparlovi;Harpactea mateparlovi;1181;43.286465;17.083638;Tf;deep cave;43.28646517.083638;8;;;;;;;;;;;;;;;;;;;;;;
705;Kuna špilja;Croatia;27.8.1998.;1998-08-27;1m;1;Dysderidae;Harpactea;mateparlovi;Harpactea mateparlovi;1401;43.324523;17.055953;Tf;deep cave;43.32452317.055953;2;;;;;;;;;;;;;;;;;;;;;;
706;Vilina špilja, Gruda;Croatia;27.6.2003.;2003-06-27;1f;1;Linyphiidae;Palliduphantes;sp. X;Palliduphantes sp. X;205;42.506621;18.391346;;deep cave;42.50662118.391346;7;;;;;;;;;;;;;;;;;;;;;;
707;Drenova?a;Croatia;6.5.2010.;2010-05-06;1f, 1 juv m ;2;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;43.954975;15.946464;Tf;deep cave;43.95497515.946464;2;;;;;;;;;;;;;;;;;;;;;;
708;Jama kod Zaskoka;Croatia;6.5.2010.;2010-05-06;1m, 2 f;3;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;43.914245;15.975538;Tf;deep cave;43.91424515.975538;1;;;;;;;;;;;;;;;;;;;;;;
715;Stara jametina;Croatia;7.5.2010.;2010-05-07;1m, 1 juv;2;Theridiidae;Episinus;cavernicola;Episinus cavernicola;;43.794009;16.00259;Tf;deep cave;43.79400916.00259;6;;;;;;;;;;;;;;;;;;;;;;
716;Stara jametina;Croatia;7.5.2010.;2010-05-07;1f;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43.794009;16.00259;Tb;deep cave;43.79400916.00259;6;;;;;;;;;;;;;;;;;;;;;;
717;Jazinka;Croatia;6.5.2010.;2010-05-06;1m;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;235;43.975892;16.029694;Tb;deep cave;43.97589216.029694;2;;;;;;;;;;;;;;;;;;;;;;
718;Topla pe?ina;Croatia;5.5.2010.;2010-05-05;1f;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;155;43.839254;16.0536;Tb;deep cave;43.83925416.0536;4;;;;;;;;;;;;;;;;;;;;;;
719;Topla pe?ina;Croatia;5.5.2010.;2010-05-05;1m;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43.839254;16.0536;Tb;deep cave;43.83925416.0536;4;;;;;;;;;;;;;;;;;;;;;;
720;Stara jametina;Croatia;7.5.2010.;2010-05-07;1m;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43.794009;16.00259;Tb;deep cave;43.79400916.00259;6;;;;;;;;;;;;;;;;;;;;;;
721;Stara jametina;Croatia;7.5.2010.;2010-05-07;1f;1;Linyphiidae;Micrargus;herbigradus;Micrargus herbigradus;;43.794009;16.00259;Tf;deep cave;43.79400916.00259;6;;;;;;;;;;;;;;;;;;;;;;
722;Stara jametina;Croatia;7.5.2010.;2010-05-07;3 juv;3;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43.794009;16.00259;Tb;deep cave;43.79400916.00259;6;;;;;;;;;;;;;;;;;;;;;;
723;Jazinka;Croatia;6.5.2010.;2010-05-06;1 juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;235;43.975892;16.029694;Tb;deep cave;43.97589216.029694;2;;;;;;;;;;;;;;;;;;;;;;
724;Stara jametina;Croatia;7.5.2010.;2010-05-07;1 juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43.794009;16.00259;Tb;deep cave;43.79400916.00259;6;;;;;;;;;;;;;;;;;;;;;;
725;Stara jametina;Croatia;7.5.2010.;2010-05-07;1 juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43.794009;16.00259;Tb;deep cave;43.79400916.00259;6;;;;;;;;;;;;;;;;;;;;;;
726;Jazinka;Croatia;6.5.2010.;2010-05-06;1 juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;235;43.975892;16.029694;Tb;deep cave;43.97589216.029694;2;;;;;;;;;;;;;;;;;;;;;;
727;Topla pe?ina;Croatia;5.5.2010.;2010-05-05;1 juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43.839254;16.0536;Tb;deep cave;43.83925416.0536;4;;;;;;;;;;;;;;;;;;;;;;
729;Sedrena špilja kod stola;Croatia;3.5.2010.;2010-05-03;1 juv;1;Agelenidae;Histopona;sp.;Histopona sp.;;44.01385;16.068978;;deep cave;44.0138516.068978;2;;;;;;;;;;;;;;;;;;;;;;
730;Ozi?ana pe?ina;Croatia;6.5.2010.;2010-05-06;2f;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43.90774;15.980634;tf;deep cave;43.9077415.980634;4;;;;;;;;;;;;;;;;;;;;;;
731;Miljacka 2;Croatia;6.1.2005.;2005-01-06;2 juv;2;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;44.0002;16.016234;;deep cave;44.000216.016234;4;;;;;;;;;;;;;;;;;;;;;;
733;Drenova?a;Croatia;8.1.2005.;2005-01-08;1 f;1;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;43.954975;15.946464;Tf;deep cave;43.95497515.946464;2;;;;;;;;;;;;;;;;;;;;;;
734;Drenova?a;Croatia;8.1.2005.;2005-01-08;2m, 3 juv;5;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;43.954975;15.946464;Tf;deep cave;43.95497515.946464;2;;;;;;;;;;;;;;;;;;;;;;
735;Triši?a jama;Croatia;8.1.2005.;2005-01-08;3f, 4 juv;7;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;43.949231;15.947793;Tf;deep cave;43.94923115.947793;2;;;;;;;;;;;;;;;;;;;;;;
736;Triši?a jama;Croatia;8.1.2005.;2005-01-08;2f;2;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;43.949231;15.947793;Tf;deep cave;43.94923115.947793;2;;;;;;;;;;;;;;;;;;;;;;
737;Triši?a jama;Croatia;8.1.2005.;2005-01-08;1m, 1 juv;2;Linyphiidae;Micrargus;herbigradus;Micrargus herbigradus;;43.949231;15.947793;Tf;deep cave;43.94923115.947793;2;;;;;;;;;;;;;;;;;;;;;;
739;Jama u šumi uvale Bjejajka;Croatia;18.6.2010.;2010-06-18;1f;1;Linyphiidae;Gen. 4;sp.;Gen. 4 sp.;;42.765231;17.385606;;;42.76523117.385606;6;;;;;;;;;;;;;;;;;;;;;;
740;Jama u šumi uvale Bjejajka;Croatia;18.6.2010.;2010-06-18;1 f, 1 juv m;2;Linyphiidae;Palliduphantes;sp. 1;Palliduphantes sp. 1;;42.765231;17.385606;tf;deep cave;42.76523117.385606;6;;;;;;;;;;;;;;;;;;;;;;
744;Veternica;Croatia;28.12.2003.;2003-12-28;2 m,3  juv;5;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
745;Los Antonio;Croatia;10.8.2006.;2006-08-10;1f;1;Linyphiidae;Troglohyphantes;sp. 4;Troglohyphantes sp. 4;;44.632703;15.136461;tb;deep cave;44.63270315.136461;1;;;;;;;;;;;;;;;;;;;;;;
746;Mravinjuša jama;Croatia;21.3.2004.;2004-03-21;2 f, 2juv;4;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;730;43.346139;17.099776;Tb;deep cave;43.34613917.099776;1;;;;;;;;;;;;;;;;;;;;;;
747;Dvoga?a;Croatia;4.12.2004.;2004-12-04;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;450;45.850768;15.873148;tf;deep cave;45.85076815.873148;2;;;;;;;;;;;;;;;;;;;;;;
748;Francuski rudnik 1;Croatia;19.11.2004.;2004-11-19;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;700;45.91305;15.940454;tf;deep cave;45.9130515.940454;3;;;;;;;;;;;;;;;;;;;;;;
749;Gornja Bara?eva;Croatia;15.5.2004.;2004-05-15;6 f;6;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44.983895;15.721656;tf;deep cave;44.98389515.721656;8;;;;;;;;;;;;;;;;;;;;;;
750;Kosi?ev ponor;Croatia;26.5.2005.;2005-05-26;1 m;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;305;45.835763;15.846355;tf;deep cave;45.83576315.846355;2;;;;;;;;;;;;;;;;;;;;;;
751;Zverina;Croatia;3.11.2002.;2002-11-03;2f,1m;3;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;320;45.681296;15.445012;tf;deep cave;45.68129615.445012;2;;;;;;;;;;;;;;;;;;;;;;
752;Vranja?a špilja kod Dugopolja;Croatia;20.7.2004.;2004-07-20;1f,1juv;2;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;445;43.562235;16.648216;tb;deep cave;43.56223516.648216;5;;;;;;;;;;;;;;;;;;;;;;
753;Dvocijevka;Croatia;28.7.2004.;2004-07-28;1 m,1juv;2;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;1359;45.437456;14.617413;Tb;deep cave;45.43745614.617413;1;;;;;;;;;;;;;;;;;;;;;;
754;Jama na Puharevom;Croatia;2.11.2003.;2003-11-02;1 m;1;Linyphiidae;Troglohyphantes;liburnicus;Troglohyphantes liburnicus;;45.410155;14.30419;Tb;deep cave;45.41015514.30419;2;;;;;;;;;;;;;;;;;;;;;;
755;Luška špilja;Croatia;3.7.2004.;2004-07-03;1 f;1;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;620;45.224689;15.093741;Tb;deep cave;45.22468915.093741;2;;;;;;;;;;;;;;;;;;;;;;
756;Jama blizu ceste MV 3;Croatia;27.-28.7.2002;2002-07-27/2002-07-28;1m;1;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;;45.449439;14.13203;tb;deep cave;45.44943914.13203;1;;;;;;;;;;;;;;;;;;;;;;
757;Veternica;Croatia;20.12.2004.;2004-12-20;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
758;Francuski rudnik 1;Croatia;24.11.2004.;2004-11-24;1 m,1 juv;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45.91305;15.940454;tf;deep cave;45.9130515.940454;3;;;;;;;;;;;;;;;;;;;;;;
759;Kosi?ev ponor;Croatia;26.5.2005.;2005-05-26;1 f,1 m;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;305;45.835763;15.846355;tf;deep cave;45.83576315.846355;2;;;;;;;;;;;;;;;;;;;;;;
760;Veternica;Croatia;26.2.2005.;2005-02-26;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
761;Mravinjuša jama;Croatia;21.3.2004.;2004-03-21;2 f, 1 juv;3;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;730;43.346139;17.099776;Tb;deep cave;43.34613917.099776;1;;;;;;;;;;;;;;;;;;;;;;
762;Rudnik Zrinski;Croatia;16.4.2004.;2004-04-16;1 f,1 m;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;804;45.887195;15.927871;tf;deep cave;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
763;Bošak jama;Croatia;21.3.2004.;2004-03-21;2 f;2;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;739;43.347996;17.100045;Tb;deep cave;43.34799617.100045;2;;;;;;;;;;;;;;;;;;;;;;
764;Batinova jama;Croatia;3.12.2004.;2004-12-03;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;450;45.845957;15.868496;tf;deep cave;45.84595715.868496;2;;;;;;;;;;;;;;;;;;;;;;
765;Batinova jama;Croatia;23.1.2004.;2004-01-23;1 m;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;450;45.845957;15.868496;tf;deep cave;45.84595715.868496;2;;;;;;;;;;;;;;;;;;;;;;
766;Staje 8;Croatia;29.7.2001.;2001-07-29;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45.447413;14.143861;Tf;deep cave;45.44741314.143861;3;;;;;;;;;;;;;;;;;;;;;;
767;Batinova jama;Croatia;3.12.2004.;2004-12-03;1 f,1 m;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;450;45.845957;15.868496;tf;deep cave;45.84595715.868496;2;;;;;;;;;;;;;;;;;;;;;;
768;Veternica;Croatia;21.4.2003.;2003-04-21;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
769;Židovske jame;Croatia;23.4.2005.;2005-04-23;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;233;45.997503;16.038982;tf;deep cave;45.99750316.038982;2;;;;;;;;;;;;;;;;;;;;;;
770;Tisin ponor (ispred);Croatia;22.5.2005.;2005-05-22;1 m;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;649;45.918842;15.963461;Tf;shallow subterranean habitat;45.91884215.963461;2;;;;;;;;;;;;;;;;;;;;;;
771;Veternica;Croatia;4.12.2004.;2004-12-04;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
772;Veternica;Croatia;13.5.2004.;2004-05-13;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
773;Rudnik Zrinski;Croatia;14.6.2004.;2004-06-14;2 f,1 m,1 juv;4;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;804;45.887195;15.927871;tf;deep cave;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
774;Batinova jama;Croatia;23.1.2004.;2004-01-23;2 f;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;450;45.845957;15.868496;tf;deep cave;45.84595715.868496;2;;;;;;;;;;;;;;;;;;;;;;
775;Francuski rudnik 1;Croatia;16.4.2005.;2005-04-16;1f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45.91305;15.940454;tf;deep cave;45.9130515.940454;3;;;;;;;;;;;;;;;;;;;;;;
776;Jama Bijele sige;Croatia;24.1.2004.;2004-01-24;1 f,2 m;3;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45.855153;15.863263;tf;deep cave;45.85515315.863263;1;;;;;;;;;;;;;;;;;;;;;;
777;Veternica;Croatia;13.5.2004.;2004-05-13;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
778;Veternica;Croatia;2.6.2001.;2001-06-02;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
779;Los Antonio;Croatia;10.8.2006.;2006-08-10;1 f;1;Linyphiidae;Troglohyphantes;sp. 4;Troglohyphantes sp. 4;;44.632703;15.136461;tb;deep cave;44.63270315.136461;1;;;;;;;;;;;;;;;;;;;;;;
780;Mili?ka;Croatia;26.4.2003.;2003-04-26;1m;1;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;553;45.716744;15.310831;tf;deep cave;45.71674415.310831;6;;;;;;;;;;;;;;;;;;;;;;
781;Batinova jama;Croatia;3.12.2004.;2004-12-03;1 f, 1 m, 1 juv m;3;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;450;45.845957;15.868496;tf;deep cave;45.84595715.868496;2;;;;;;;;;;;;;;;;;;;;;;
782;Bedara;Croatia;18.12.2005.;2005-12-18;1 m;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;620;45.751922;15.536692;tf;deep cave;45.75192215.536692;4;;;;;;;;;;;;;;;;;;;;;;
783;Spilja Lisina;Croatia;17.10.1999.;1999-10-17;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;277;45.69351;15.441668;tf;deep cave;45.6935115.441668;1;;;;;;;;;;;;;;;;;;;;;;
784;Dola?a;Croatia;8.12.2002.;2002-12-08;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;410;45.739571;15.482755;tf;deep cave;45.73957115.482755;5;;;;;;;;;;;;;;;;;;;;;;
785;Jama u Vrloj strani;Croatia;7.6.2003.;2003-06-07;1f;1;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;;45.72603;15.27504;tf;deep cave;45.7260315.27504;1;;;;;;;;;;;;;;;;;;;;;;
786;Zidane pe?ine;Croatia;11.10.1998.;1998-10-11;1f;1;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;400;45.738992;15.497143;tf;deep cave;45.73899215.497143;7;;;;;;;;;;;;;;;;;;;;;;
787;Jama Jamura;Croatia;15.9.2002.;2002-09-15;2 f,1 m;3;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;350;45.754062;15.489269;tf;deep cave;45.75406215.489269;2;;;;;;;;;;;;;;;;;;;;;;
788;Jama na Javorniku;Croatia;7.6.2003.;2003-06-07;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;729;45.732907;15.282397;tf;deep cave;45.73290715.282397;1;;;;;;;;;;;;;;;;;;;;;;
789;Zidane pe?ine;Croatia;9.6.2002.;2002-06-09;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;400;45.738992;15.497143;tf;deep cave;45.73899215.497143;7;;;;;;;;;;;;;;;;;;;;;;
790;Jamina;Croatia;2.11.2002.;2002-11-02;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;393;45.699157;15.424684;tf;deep cave;45.69915715.424684;3;;;;;;;;;;;;;;;;;;;;;;
791;Dola?a;Croatia;8.12.2002.;2002-12-08;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;410;45.739571;15.482755;tf;deep cave;45.73957115.482755;5;;;;;;;;;;;;;;;;;;;;;;
792;Golubnja?a, Žegar;Croatia;9.1.2005.;2005-01-09;1 f;1;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;243;44.131933;15.851054;tb;deep cave;44.13193315.851054;6;;;;;;;;;;;;;;;;;;;;;;
793;Golubnja?a, Žegar;Croatia;9.1.2005.;2005-01-09;1 f,5 juv;6;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;243;44.131933;15.851054;tb;deep cave;44.13193315.851054;6;;;;;;;;;;;;;;;;;;;;;;
794;Špilja u zubu Buljme;Croatia;13.9.2006.;2006-09-13;1 f;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.366906;15.470541;tb;deep cave;44.36690615.470541;1;;;;;;;;;;;;;;;;;;;;;;
795;Jama Nuga;Croatia;5.6.2000.;2000-06-05;1f, 1juv m;2;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;;44.326231;15.656986;tb;deep cave;44.32623115.656986;1;;;;;;;;;;;;;;;;;;;;;;
