sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,elevation,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates,unique species count,deepest air temperature,média temperature,Temp anual,Temp anual.1,TempRange,Prec,land_use_code,LGM_dist_km,media humidity,deepest air humidity,Main entrance width (Dimenzije glavnog ulaza (širina)),Main entrance hught (Dimenzije glavnog ulaza (visina)),Number of entrances (Broj ulaza),Cave length (Duljina (m)),Horizontal cave length (Horizontalna duljina (m)),Cave depth (Dubina (m))
7338,Male ponte,Croatia,16.6.2021.,2021-06-16,1juv/f,1,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,258,42.761.389,17.430.786,,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
7339,Male ponte,Croatia,16.6.2021.,2021-06-16,1m,1,Theridiidae,Pholcomma,gibbum,Pholcomma gibbum,258,42.761.389,17.430.786,Tx,,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
7346,Jama pod Sv. Spasom,Croatia,19.6.2021.,2021-06-19,1juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,50,42.731.779,17.542.409,,,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7347,Jama pod Sv. Spasom,Croatia,19.6.2021.,2021-06-19,1juvm,1,Agelenidae,Histopona,bidens,Histopona bidens,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7348,Jama pod Sv. Spasom,Croatia,19.6.2021.,2021-06-19,2f,2,Dysderidae,Folkia,inermis,Folkia inermis,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7349,Jama pod Sv. Spasom,Croatia,19.6.2021.,2021-06-19,1f,1,Linyphiidae,Palliduphantes,sp. 1,Palliduphantes sp. 1,50,42.731.779,17.542.409,tf,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7350,Jama pod Sv. Spasom,Croatia,19.6.2021.,2021-06-19,"1m, 1juvm",2,Leptonetidae,Barusia,maheni,Barusia maheni,50,42.731.779,17.542.409,tf,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7351,Jama pod Sv. Spasom,Croatia,19.6.2021.,2021-06-19,2f,2,Agelenidae,Histopona,bidens,Histopona bidens,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7352,Jama pod Sv. Spasom,Croatia,19.6.2021.,2021-06-19,1f,1,Dysderidae,Folkia,inermis,Folkia inermis,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7353,Jama pod Sv. Spasom,Croatia,19.6.2021.,2021-06-19,"1m, 1juv",2,Tetragnathidae,Metellina,merianae,Metellina merianae,50,42.731.779,17.542.409,Tf,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7355,Galičnjak,Croatia,18.6.2021.,2021-06-18,"2f?, 1juv",3,Leptonetidae,Barusia,maheni,Barusia maheni,160,42.720.118,1.767.071,tf,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7359,Galičnjak,Croatia,18.6.2021.,2021-06-18,1f,1,Leptonetidae,Sulcia,sp. 6,Sulcia sp. 6,160,42.720.118,1.767.071,Tf,cave entrance,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7361,Galičnjak,Croatia,18.6.2021.,2021-06-18,"1m, 1f",2,Leptonetidae,Barusia,maheni,Barusia maheni,160,42.720.118,1.767.071,tf,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7363,Galičnjak,Croatia,18.6.2021.,2021-06-18,"4f, 1juvm",5,Leptonetidae,Sulcia,sp. 6,Sulcia sp. 6,160,42.720.118,1.767.071,Tf,cave entrance,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7364,Galičnjak,Croatia,18.6.2021.,2021-06-18,"1f, 1juv",2,Tetragnathidae,Metellina,merianae,Metellina merianae,160,42.720.118,1.767.071,Tf,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7365,Galičnjak,Croatia,18.6.2021.,2021-06-18,1f,1,Agelenidae,Tegenaria,sp. X,Tegenaria sp. X,160,42.720.118,1.767.071,,,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7374,Ostaševica,Croatia,4.10.2021.,2021-10-04,1f,1,Dysderidae,Harpactea,sp. 31,Harpactea sp. 31,302,42.748.959,17.544.404,,,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
7376,Ostaševica,Croatia,4.10.2021.,2021-10-04,1m,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,302,42.748.959,17.544.404,,,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
7377,Jama pod istočnom stijenom Buljme,Croatia,27.8.2021.,2021-08-27,1m,1,Dysderidae,Gen. 1,sp. 1,Gen. 1 sp. 1,1445,44.368.375,15.467.868,Tb,deep cave,,3,,"4,8","7,383500099","7,383500099","25,82799911",1297,23,"256,7963643",,,,,,,,
7408,Vaganka,Croatia,27.8.2021.,2021-08-27,1juvf,1,Dysderidae,Parastalita,stygia,Parastalita stygia,656,4.433.853,1.543.867,tb,deep cave,,5,,"12,2","7,622666836","7,622666836","26,19600105",1265,29,"257,5927467",95,,,,,,,
7412,Vaganka,Croatia,27.8.2021.,2021-08-27,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,656,4.433.853,1.543.867,tb,deep cave,,5,,"12,2","7,622666836","7,622666836","26,19600105",1265,29,"257,5927467",95,,,,,,,
7414,Jama u Debelom Brdu,Croatia,24.8.2021.,2021-08-24,1f,1,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,1464,44.370.358,15.451.409,Tb,deep cave,,1,,"7,7","7,622666836","7,622666836","26,19600105",1265,32,"258,5645116","88,7",,,,,,,
7419,Jama pod istočnom stijenom Buljme,Croatia,26.8.2021.,2021-08-26,1f,1,Linyphiidae,Troglohyphantes,sp. 14,Troglohyphantes sp. 14,1445,44.368.375,15.467.868,tb,deep cave,,3,,"4,8","7,383500099","7,383500099","25,82799911",1297,23,"256,7963643",,,,,,,,
7420,Špilja u Zubu Buljme,Croatia,24.8.2021.,2021-08-24,2f,2,Linyphiidae,Troglohyphantes,sp. 14,Troglohyphantes sp. 14,1445,44.366.906,15.470.541,tb,deep cave,,1,,"5,4","7,383500099","7,383500099","25,82799911",1297,23,"256,4267796",,,5,5,1,nan,250,0
7425,Jama pod istočnom stijenom Buljme,Croatia,26.8.2021.,2021-08-26,1juvm,1,Linyphiidae,Troglohyphantes,sp. 14,Troglohyphantes sp. 14,1445,44.368.375,15.467.868,tb,deep cave,,3,,"4,8","7,383500099","7,383500099","25,82799911",1297,23,"256,7963643",,,,,,,,
7426,Jama pod istočnom stijenom Buljme,Croatia,26.8.2021.,2021-08-26,1f,1,Dysderidae,Gen. 1,sp. 1,Gen. 1 sp. 1,1445,44.368.375,15.467.868,Tb,deep cave,,3,,"4,8","7,383500099","7,383500099","25,82799911",1297,23,"256,7963643",,,,,,,,
7428,Treća sreća,Croatia,23.8.2021.,2021-08-23,"1m, 2f",3,Leptonetidae,Cataleptoneta,lingulata,Cataleptoneta lingulata,845,4.433.375,15.465.887,tb,deep cave,,1,,"12,7","7,383500099","7,383500099","25,82799911",1297,26,"254,5475752",,,5,1.5,1,nan,30,46
7429,Vaganka,Croatia,27.8.2021.,2021-08-27,1juv,1,Dysderidae,Mesostalita,sp. 3,Mesostalita sp. 3,656,4.433.853,1.543.867,Tb,deep cave,,5,,"12,2","7,622666836","7,622666836","26,19600105",1265,29,"257,5927467",95,,,,,,,
7430,Vaganka,Croatia,27.8.2021.,2021-08-27,"1f, 1juv",2,Leptonetidae,Cataleptoneta,lingulata,Cataleptoneta lingulata,656,4.433.853,1.543.867,tb,deep cave,,5,,"12,2","7,622666836","7,622666836","26,19600105",1265,29,"257,5927467",95,,,,,,,
7432,Špilja na Gradini kod Premanture,Croatia,10.7.2021.,2021-07-10,1juvf,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,10,44.786.909,13.907.968,tf,deep cave,,3,,"13,875","14,38249969","14,38249969","24,69999886",753,25,"301,7029411","93,725",,nan,nan,1,nan,nan,nan
7433,Špilja na Gradini kod Premanture,Croatia,11.7.2021.,2021-07-11,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,10,44.786.909,13.907.968,tf,deep cave,,3,,"13,875","14,38249969","14,38249969","24,69999886",753,25,"301,7029411","93,725",,nan,nan,1,nan,nan,nan
7434,Špilja na Gradini kod Premanture,Croatia,21.7.2021.,2021-07-21,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,10,44.786.909,13.907.968,tf,deep cave,,3,,"13,875","14,38249969","14,38249969","24,69999886",753,25,"301,7029411","93,725",,nan,nan,1,nan,nan,nan
7435,Špilja na Gradini kod Premanture,Croatia,21.7.2021.,2021-07-21,1juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,10,44.786.909,13.907.968,tf,deep cave,,3,,"13,875","14,38249969","14,38249969","24,69999886",753,25,"301,7029411","93,725",,nan,nan,1,nan,nan,nan
7436,Špilja na Gradini kod Premanture,Croatia,10.7.2021.,2021-07-10,"2m, 1juvm",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,10,44.786.909,13.907.968,tf,deep cave,,3,,"13,875","14,38249969","14,38249969","24,69999886",753,25,"301,7029411","93,725",,nan,nan,1,nan,nan,nan
7437,Špilja na Gradini kod Premanture,Croatia,21.7.2021.,2021-07-21,1f,1,Tetragnathidae,Metellina,merianae,Metellina merianae,10,44.786.909,13.907.968,Tf,deep cave,,3,,"13,875","14,38249969","14,38249969","24,69999886",753,25,"301,7029411","93,725",,nan,nan,1,nan,nan,nan
7452,Galičnjak,Croatia,5.10.2021.,2021-10-05,1f,1,Dysderidae,Folkia,inermis,Folkia inermis,160,42.720.118,1.767.071,tb,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7453,Galičnjak,Croatia,5.10.2021.,2021-10-05,1f,1,Agelenidae,Histopona,bidens,Histopona bidens,160,42.720.118,1.767.071,tb,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7455,Galičnjak,Croatia,5.10.2021.,2021-10-05,"1m, 1f",2,Agelenidae,Tegenaria,sp. X,Tegenaria sp. X,160,42.720.118,1.767.071,,,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7456,Galičnjak,Croatia,5.10.2021.,2021-10-05,"1m, 2f",3,Leptonetidae,Sulcia,sp. 6,Sulcia sp. 6,160,42.720.118,1.767.071,Tf,cave entrance,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7457,Galičnjak,Croatia,5.10.2021.,2021-10-05,1f,1,Dysderidae,Harpactea,sp. 15,Harpactea sp. 15,160,42.720.118,1.767.071,,,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7458,Galičnjak,Croatia,5.10.2021.,2021-10-05,1f,1,Pholcidae,Spermophora,senoculata,Spermophora senoculata,160,42.720.118,1.767.071,Tf,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7459,Galičnjak,Croatia,5.10.2021.,2021-10-05,1m,1,Oonopidae,Silhouettella,loricatula,Silhouettella loricatula,160,42.720.118,1.767.071,,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
7478,Špilja kod Nerezinog dola,Croatia,6.10.2021.,2021-10-06,1f,1,Linyphiidae,Palliduphantes,sp. 1,Palliduphantes sp. 1,177,42.758.378,17.436.094,tf,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
7479,Ostaševica,Croatia,4.10.2021.,2021-10-04,"3f, 1juv",4,Tetragnathidae,Metellina,merianae,Metellina merianae,302,42.748.959,17.544.404,Tf,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
7480,Ostaševica,Croatia,4.10.2021.,2021-10-04,1f,1,Agelenidae,Histopona,bidens,Histopona bidens,302,42.748.959,17.544.404,tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
7482,Ostaševica,Croatia,4.10.2021.,2021-10-04,1f,1,Leptonetidae,Barusia,maheni,Barusia maheni,302,42.748.959,17.544.404,tf,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
7484,Ostaševica,Croatia,4.10.2021.,2021-10-04,"1m, 1f",2,Agelenidae,Tegenaria,sp. X,Tegenaria sp. X,302,42.748.959,17.544.404,,,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
7485,Ostaševica,Croatia,4.10.2021.,2021-10-04,1juv,1,Agelenidae,Histopona,bidens,Histopona bidens,302,42.748.959,17.544.404,tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
7487,Jama pod Sv. Spasom,Croatia,3.10.2021.,2021-10-03,1juvm,1,Agelenidae,Histopona,bidens,Histopona bidens,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7490,Movrica,Croatia,4.10.2021.,2021-10-04,1juv,1,Agelenidae,Histopona,bidens,Histopona bidens,147,42.752.604,17.551.145,tb,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
7491,Movrica,Croatia,4.10.2021.,2021-10-04,1juv,1,Dysderidae,Folkia,inermis,Folkia inermis,147,42.752.604,17.551.145,tb,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
7493,Movrica,Croatia,4.10.2021.,2021-10-04,"1m, 1juv",2,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,147,42.752.604,17.551.145,,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
7494,Movrica,Croatia,4.10.2021.,2021-10-04,"1m, 1f",2,Leptonetidae,Barusia,maheni,Barusia maheni,147,42.752.604,17.551.145,tf,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
7495,Movrica,Croatia,4.10.2021.,2021-10-04,1juvf,1,Leptonetidae,Barusia,maheni,Barusia maheni,147,42.752.604,17.551.145,tf,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
7496,Movrica,Croatia,4.10.2021.,2021-10-04,"2f, 1juv",3,Linyphiidae,Lepthyphantes,sp.,Lepthyphantes sp.,147,42.752.604,17.551.145,,,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
7517,Provala,Croatia,1.5.2021.,2021-05-01,1m,1,Tetragnathidae,Meta,menardi,Meta menardi,310,45.696.538,15.438.161,Tf,deep cave,,3,,"9,7","9,762499809","9,762499809","29,01600075",1149,23,"399,6273411","91,333",,2,2,1,2161,1862,55
7518,Provala,Croatia,1.5.2021.,2021-05-01,2f,2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.696.538,15.438.161,tf,deep cave,,3,,"9,7","9,762499809","9,762499809","29,01600075",1149,23,"399,6273411","91,333",,2,2,1,2161,1862,55
7524,Provala,Croatia,1.5.2021.,2021-05-01,1m,1,Tetragnathidae,Meta,menardi,Meta menardi,310,45.696.538,15.438.161,Tf,deep cave,,3,,"9,7","9,762499809","9,762499809","29,01600075",1149,23,"399,6273411","91,333",,2,2,1,2161,1862,55
7572,Provala,Croatia,26.9.2021.,2021-09-26,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.696.538,15.438.161,tf,deep cave,,3,,"9,7","9,762499809","9,762499809","29,01600075",1149,23,"399,6273411","91,333",,2,2,1,2161,1862,55
7586,Jamina,Croatia,29.9.2021.,2021-09-29,"1m, 1juv",2,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,483,45.699.157,15.424.684,Tf,deep cave,,3,"10,8","10,1","9,762499809","9,762499809","29,01600075",1149,23,"400,8582115",100,100,4.5,7,1,65,15,59
7587,Jamina,Croatia,28.9.2021.,2021-09-28,1f,1,Tetragnathidae,Meta,menardi,Meta menardi,483,45.699.157,15.424.684,Tf,deep cave,,3,"10,8","10,1","9,762499809","9,762499809","29,01600075",1149,23,"400,8582115",100,100,4.5,7,1,65,15,59
7588,Jamina,Croatia,29.9.2021.,2021-09-29,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,483,45.699.157,15.424.684,Tf,deep cave,,3,"10,8","10,1","9,762499809","9,762499809","29,01600075",1149,23,"400,8582115",100,100,4.5,7,1,65,15,59
7589,Jamina,Croatia,29.9.2021.,2021-09-29,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,483,45.699.157,15.424.684,Tf,deep cave,,3,"10,8","10,1","9,762499809","9,762499809","29,01600075",1149,23,"400,8582115",100,100,4.5,7,1,65,15,59
7728,Đutno,Croatia,29.3.2022.,2022-03-29,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,218,45.415.607,15.233.039,tb,deep cave,,4,,"7,75","10,4248333","10,4248333","28,8239994",1290,23,"379,8005434",,,7.5,5,1,nan,328,34
7729,Đutno,Croatia,29.3.2022.,2022-03-29,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,218,45.415.607,15.233.039,tb,deep cave,,4,,"7,75","10,4248333","10,4248333","28,8239994",1290,23,"379,8005434",,,7.5,5,1,nan,328,34
7730,Đutno,Croatia,29.3.2022.,2022-03-29,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,218,45.415.607,15.233.039,tb,deep cave,,4,,"7,75","10,4248333","10,4248333","28,8239994",1290,23,"379,8005434",,,7.5,5,1,nan,328,34
7731,Đutno,Croatia,29.3.2022.,2022-03-29,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,218,45.415.607,15.233.039,tb,deep cave,,4,,"7,75","10,4248333","10,4248333","28,8239994",1290,23,"379,8005434",,,7.5,5,1,nan,328,34
7758,Đutno,Croatia,29.3.2022.,2022-03-29,1m,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,218,45.415.607,15.233.039,,,,4,,"7,75","10,4248333","10,4248333","28,8239994",1290,23,"379,8005434",,,7.5,5,1,nan,328,34
7776,Suvaja,Croatia,15.10.2022.,2022-10-15,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,344,44.982.301,15.701.973,tb,deep cave,,3,,"7,4","10,11933327","10,11933327","29,36399841",1290,18,"294,1238842",,,1.5,0.5,1,77.6,71,4
7777,Suvaja,Croatia,15.10.2022.,2022-10-15,"1m, 3f",4,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,344,44.982.301,15.701.973,tf,deep cave,,3,,"7,4","10,11933327","10,11933327","29,36399841",1290,18,"294,1238842",,,1.5,0.5,1,77.6,71,4
7778,Suvaja,Croatia,15.10.2022.,2022-10-15,1f,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,344,44.982.301,15.701.973,tf,deep cave,,3,,"7,4","10,11933327","10,11933327","29,36399841",1290,18,"294,1238842",,,1.5,0.5,1,77.6,71,4
7779,Suvaja,Croatia,15.10.2022.,2022-10-15,"1m, 1juvm, 3juv",5,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,344,44.982.301,15.701.973,tf,deep cave,,3,,"7,4","10,11933327","10,11933327","29,36399841",1290,18,"294,1238842",,,1.5,0.5,1,77.6,71,4
7780,Suvaja,Croatia,15.10.2022.,2022-10-15,"1f, 1juvm, 1juv",3,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,344,44.982.301,15.701.973,tf,deep cave,,3,,"7,4","10,11933327","10,11933327","29,36399841",1290,18,"294,1238842",,,1.5,0.5,1,77.6,71,4
7796,Jama pod Sv. Spasom,Croatia,24.10.2022.,2022-10-24,"1f, 2juv",3,Dysderidae,Folkia,inermis,Folkia inermis,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7797,Jama pod Sv. Spasom,Croatia,24.10.2022.,2022-10-24,1m,1,Agelenidae,Histopona,bidens,Histopona bidens,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7798,Jama pod Sv. Spasom,Croatia,24.10.2022.,2022-10-24,1juv,1,Agelenidae,Histopona,bidens,Histopona bidens,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
7799,Špilja u Solinama,Croatia,23.10.2022.,2022-10-23,1juv,1,Agelenidae,Histopona,bidens,Histopona bidens,83,42.768.021,17.377.062,tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
7800,Špilja u Solinama,Croatia,23.10.2022.,2022-10-23,1juv,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,83,42.768.021,17.377.062,Tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
7801,Špilja u Solinama,Croatia,23.10.2022.,2022-10-23,4juv,4,Agelenidae,Histopona,bidens,Histopona bidens,83,42.768.021,17.377.062,tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
7802,Špilja u Solinama,Croatia,23.10.2022.,2022-10-23,"1m, 2f",3,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,83,42.768.021,17.377.062,,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
7803,Jama u šumi uvale Bjejajka,Croatia,23.10.2022.,2022-10-23,"1m, 1juv",2,Linyphiidae,Palliduphantes,sp. 1,Palliduphantes sp. 1,,42.765.231,17.385.606,tf,deep cave,,6,,"14,133","16,31185913","16,31185913","23,7307682",855,24,"108,3846938","97,2",,3,2.2,1,nan,42,21
7804,Jama u šumi uvale Bjejajka,Croatia,23.10.2022.,2022-10-23,"2f, 1m, 2juv",5,Linyphiidae,Palliduphantes,sp. X,Palliduphantes sp. X,,42.765.231,17.385.606,,,,6,,"14,133","16,31185913","16,31185913","23,7307682",855,24,"108,3846938","97,2",,3,2.2,1,nan,42,21
7806,Jama u šumi uvale Bjejajka,Croatia,23.10.2022.,2022-10-23,1f,1,Tetragnathidae,Metellina,merianae,Metellina merianae,,42.765.231,17.385.606,Tf,deep cave,,6,,"14,133","16,31185913","16,31185913","23,7307682",855,24,"108,3846938","97,2",,3,2.2,1,nan,42,21
7924,Mala peć,Croatia,11.9.2022.,2022-09-11,"1f, 1juvm, 3juv",5,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,941,45.288.929,14.188.706,tb,deep cave,,1,,9,"8,648833275","8,648833275","25,20800018",1555,25,"386,2423365",,,nan,nan,1,nan,nan,nan
7926,Mala peć,Croatia,11.9.2022.,2022-09-11,"1f, 2juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,941,45.288.929,14.188.706,tb,deep cave,,1,,9,"8,648833275","8,648833275","25,20800018",1555,25,"386,2423365",,,nan,nan,1,nan,nan,nan
7930,Vela peć,Croatia,6.9.2022.,2022-09-06,"1f, 1juvm",2,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,632,45.333.194,14.158.683,tb,deep cave,,1,,"6,6","11,98849964","11,98849964","25,54400063",1267,25,"392,0826182",,,nan,nan,1,nan,nan,nan
7936,Golubinka u gaju,Croatia,14.11.2020.,2020-11-14,"1f, 1m",2,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,699,4.325.525,17.265.833,,deep cave,,6,,"7,8","10,36450005","10,36450005","26,19599915",947,29,"58,2626568",77,,4.6,10,1,29,28.8,5.7
7937,Golubinka u gaju,Croatia,14.11.2020.,2020-11-14,2f,2,Dysderidae,Harpactea,mateparlovi,Harpactea mateparlovi,699,4.325.525,17.265.833,Tf,deep cave,,6,,"7,8","10,36450005","10,36450005","26,19599915",947,29,"58,2626568",77,,4.6,10,1,29,28.8,5.7
7938,Golubinka u gaju,Croatia,14.11.2020.,2020-11-14,"2m, 5f, 1juv",8,Leptonetidae,Sulcia,sp.,Sulcia sp.,699,4.325.525,17.265.833,,,,6,,"7,8","10,36450005","10,36450005","26,19599915",947,29,"58,2626568",77,,4.6,10,1,29,28.8,5.7
7995,Špilja u Solinama,Croatia,14.2.2021.,2021-02-14,1juv,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,83,42.768.021,17.377.062,Tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
7996,Špilja u Solinama,Croatia,14.2.2021.,2021-02-14,1juv,1,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,83,42.768.021,17.377.062,,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
7999,Čagjina jama,Croatia,3.11.2016.,2016-11-03,1f,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,197,42.977.147,17.155.166,,deep cave,,5,,"17,5","14,0666666","14,0666666","24,28125",833,20,"101,5489359",,,0.7,0.7,1,26.8,8.2,18.6
8002,Jama pod Sinji kuk,Croatia,31.10.2016.,2016-10-31,1juv,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,254,42.709.828,17.988.632,tb,deep cave,,5,,"16,2","15,07569408","15,07569408","24,35416603",1115,26,"92,46523385",,,2,1.8,1,18,8,15
8034,Golubnjača,Croatia,16.11.2022.,2022-11-16,2juv,2,Dysderidae,Harpactea,sp.,Harpactea sp.,881,43.708.703,16.815.232,,,,3,,"12,7","7,70933342","7,70933342","26,45199966",1050,26,"79,47581725",,,2.5,2,1,34,29,10
